timestamp,load_mw,temperature_c,latitude,longitude
2025-06-04 15:00,51816.7,20.85,30.27,-97.74
2025-06-04 16:00,52090.7,22.7,30.27,-97.74
2025-06-04 17:00,52289.8,24.29,30.27,-97.74
2025-06-04 18:00,52509.2,25.48,30.27,-97.74
2025-06-04 19:00,52515.0,26.21,30.27,-97.74
2025-06-04 20:00,52306.2,26.41,30.27,-97.74
2025-06-04 21:00,51896.0,26.07,30.27,-97.74
2025-06-04 22:00,51311.9,25.2,30.27,-97.74
2025-06-04 23:00,50617.0,23.86,30.27,-97.74
2025-06-05 00:00,50101.3,22.13,30.27,-97.74
2025-06-05 01:00,49599.1,20.14,30.27,-97.74
2025-06-05 02:00,49144.9,18.0,30.27,-97.74
2025-06-05 03:00,48769.9,15.87,30.27,-97.74
2025-06-05 04:00,48500.0,13.87,30.27,-97.74
2025-06-05 05:00,48353.9,12.16,30.27,-97.74
2025-06-05 06:00,48342.0,10.82,30.27,-97.74
2025-06-05 07:00,48465.5,9.97,30.27,-97.74
2025-06-05 08:00,48716.5,9.64,30.27,-97.74
2025-06-05 09:00,49078.3,9.86,30.27,-97.74
2025-06-05 10:00,49526.9,10.61,30.27,-97.74
2025-06-05 11:00,50032.1,11.83,30.27,-97.74
2025-06-05 12:00,50560.1,13.44,30.27,-97.74
2025-06-05 13:00,51075.6,15.32,30.27,-97.74
2025-06-05 14:00,51544.1,17.35,30.27,-97.74
2025-06-05 15:00,51934.2,19.38,30.27,-97.74
2025-06-05 16:00,52220.0,21.27,30.27,-97.74
2025-06-05 17:00,52382.7,22.89,30.27,-97.74
2025-06-05 18:00,52433.2,24.13,30.27,-97.74
2025-06-05 19:00,52456.8,24.89,30.27,-97.74
2025-06-05 20:00,52265.5,25.14,30.27,-97.74
2025-06-05 21:00,51872.7,24.84,30.27,-97.74
2025-06-05 22:00,51305.8,24.02,30.27,-97.74
2025-06-05 23:00,50817.9,22.73,30.27,-97.74
2025-06-06 00:00,50310.5,21.05,30.27,-97.74
2025-06-06 01:00,49816.0,19.11,30.27,-97.74
2025-06-06 02:00,49368.9,17.02,30.27,-97.74
2025-06-06 03:00,49000.4,14.94,30.27,-97.74
2025-06-06 04:00,48736.3,13.01,30.27,-97.74
2025-06-06 05:00,48595.4,11.34,30.27,-97.74
2025-06-06 06:00,48588.0,10.07,30.27,-97.74
2025-06-06 07:00,48715.3,9.27,30.27,-97.74
2025-06-06 08:00,48969.5,9.01,30.27,-97.74
2025-06-06 09:00,49333.8,9.29,30.27,-97.74
2025-06-06 10:00,49784.1,10.09,30.27,-97.74
2025-06-06 11:00,50290.4,11.38,30.27,-97.74
2025-06-06 12:00,50818.8,13.05,30.27,-97.74
2025-06-06 13:00,51333.9,15.0,30.27,-97.74
2025-06-06 14:00,51801.3,17.09,30.27,-97.74
2025-06-06 15:00,52189.6,19.18,30.27,-97.74
2025-06-06 16:00,52473.0,21.14,30.27,-97.74
2025-06-06 17:00,52632.5,22.82,30.27,-97.74
2025-06-06 18:00,52679.2,24.13,30.27,-97.74
2025-06-06 19:00,52709.1,24.96,30.27,-97.74
2025-06-06 20:00,52523.5,25.27,30.27,-97.74
2025-06-06 21:00,52135.8,25.03,30.27,-97.74
2025-06-06 22:00,51573.2,24.28,30.27,-97.74
2025-06-06 23:00,51034.8,23.05,30.27,-97.74
2025-06-07 00:00,50069.8,21.44,30.27,-97.74
2025-06-07 01:00,49567.0,19.55,30.27,-97.74
2025-06-07 02:00,49111.1,17.53,30.27,-97.74
2025-06-07 03:00,48733.3,15.52,30.27,-97.74
2025-06-07 04:00,48459.3,13.64,30.27,-97.74
2025-06-07 05:00,48308.1,12.04,30.27,-97.74
2025-06-07 06:00,48290.0,10.82,30.27,-97.74
2025-06-07 07:00,48406.2,10.08,30.27,-97.74
2025-06-07 08:00,48648.8,9.87,30.27,-97.74
2025-06-07 09:00,49001.2,10.21,30.27,-97.74
2025-06-07 10:00,49439.3,11.07,30.27,-97.74
2025-06-07 11:00,49933.0,12.41,30.27,-97.74
2025-06-07 12:00,50448.7,14.13,30.27,-97.74
2025-06-07 13:00,50950.9,16.13,30.27,-97.74
2025-06-07 14:00,51405.1,18.27,30.27,-97.74
2025-06-07 15:00,51780.1,20.41,30.27,-97.74
2025-06-07 16:00,52050.0,22.41,30.27,-97.74
2025-06-07 17:00,52219.5,24.14,30.27,-97.74
2025-06-07 18:00,52457.2,25.48,30.27,-97.74
2025-06-07 19:00,52480.2,26.36,30.27,-97.74
2025-06-07 20:00,52287.4,26.7,30.27,-97.74
2025-06-07 21:00,51892.3,26.5,30.27,-97.74
2025-06-07 22:00,51322.0,25.78,30.27,-97.74
2025-06-07 23:00,50615.7,24.58,30.27,-97.74
2025-06-08 00:00,49989.9,23.0,30.27,-97.74
2025-06-08 01:00,49474.4,21.15,30.27,-97.74
2025-06-08 02:00,49005.9,19.15,30.27,-97.74
2025-06-08 03:00,48615.8,17.15,30.27,-97.74
2025-06-08 04:00,48330.0,15.3,30.27,-97.74
2025-06-08 05:00,48167.3,13.71,30.27,-97.74
2025-06-08 06:00,48138.0,12.52,30.27,-97.74
2025-06-08 07:00,48243.4,11.79,30.27,-97.74
2025-06-08 08:00,48475.7,11.59,30.27,-97.74
2025-06-08 09:00,48818.3,11.93,30.27,-97.74
2025-06-08 10:00,49247.1,12.8,30.27,-97.74
2025-06-08 11:00,49732.1,14.14,30.27,-97.74
2025-06-08 12:00,50239.5,15.87,30.27,-97.74
2025-06-08 13:00,50734.0,17.86,30.27,-97.74
2025-06-08 14:00,51181.1,20.0,30.27,-97.74
2025-06-08 15:00,51549.6,22.13,30.27,-97.74
2025-06-08 16:00,51835.0,24.13,30.27,-97.74
2025-06-08 17:00,52264.5,25.84,30.27,-97.74
2025-06-08 18:00,52495.4,27.18,30.27,-97.74
2025-06-08 19:00,52512.0,28.03,30.27,-97.74
2025-06-08 20:00,52313.1,28.36,30.27,-97.74
2025-06-08 21:00,51912.0,28.14,30.27,-97.74
2025-06-08 22:00,51336.2,27.39,30.27,-97.74
2025-06-08 23:00,50624.7,26.17,30.27,-97.74
2025-06-09 00:00,50275.9,24.56,30.27,-97.74
2025-06-09 01:00,49666.1,22.68,30.27,-97.74
2025-06-09 02:00,49198.7,20.65,30.27,-97.74
2025-06-09 03:00,48810.4,18.62,30.27,-97.74
2025-06-09 04:00,48527.0,16.73,30.27,-97.74
2025-06-09 05:00,48367.5,15.11,30.27,-97.74
2025-06-09 06:00,48342.0,13.87,30.27,-97.74
2025-06-09 07:00,48452.0,13.11,30.27,-97.74
2025-06-09 08:00,48689.5,12.86,30.27,-97.74
2025-06-09 09:00,49037.9,13.16,30.27,-97.74
2025-06-09 10:00,49473.1,13.98,30.27,-97.74
2025-06-09 11:00,49965.2,15.27,30.27,-97.74
2025-06-09 12:00,50480.2,16.95,30.27,-97.74
2025-06-09 13:00,50983.0,18.89,30.27,-97.74
2025-06-09 14:00,51438.9,20.98,30.27,-97.74
2025-06-09 15:00,51816.7,23.06,30.27,-97.74
2025-06-09 16:00,52257.7,24.99,30.27,-97.74
2025-06-09 17:00,52688.0,26.66,30.27,-97.74
2025-06-09 18:00,52919.9,27.93,30.27,-97.74
2025-06-09 19:00,52937.8,28.73,30.27,-97.74
2025-06-09 20:00,52740.3,28.99,30.27,-97.74
2025-06-09 21:00,52340.9,28.71,30.27,-97.74
2025-06-09 22:00,51766.9,27.91,30.27,-97.74
2025-06-09 23:00,51057.4,26.62,30.27,-97.74
2025-06-10 00:00,50260.9,24.95,30.27,-97.74
2025-06-10 01:00,49599.1,23.0,30.27,-97.74
2025-06-10 02:00,49144.9,20.91,30.27,-97.74
2025-06-10 03:00,48769.9,18.82,30.27,-97.74
2025-06-10 04:00,48500.0,16.86,30.27,-97.74
2025-06-10 05:00,48353.9,15.18,30.27,-97.74
2025-06-10 06:00,48342.0,13.87,30.27,-97.74
2025-06-10 07:00,48465.5,13.04,30.27,-97.74
2025-06-10 08:00,48716.5,12.73,30.27,-97.74
2025-06-10 09:00,49078.3,12.97,30.27,-97.74
2025-06-10 10:00,49526.9,13.72,30.27,-97.74
2025-06-10 11:00,50032.1,14.95,30.27,-97.74
2025-06-10 12:00,50560.1,16.56,30.27,-97.74
2025-06-10 13:00,51075.6,18.45,30.27,-97.74
2025-06-10 14:00,51544.1,20.47,30.27,-97.74
2025-06-10 15:00,51934.2,22.48,30.27,-97.74
2025-06-10 16:00,52280.5,24.36,30.27,-97.74
2025-06-10 17:00,52712.2,25.96,30.27,-97.74
2025-06-10 18:00,52945.4,27.18,30.27,-97.74
2025-06-10 19:00,52964.3,27.92,30.27,-97.74
2025-06-10 20:00,52767.5,28.13,30.27,-97.74
2025-06-10 21:00,52368.7,27.79,30.27,-97.74
2025-06-10 22:00,51794.9,26.93,30.27,-97.74
2025-06-10 23:00,51085.3,25.59,30.27,-97.74
2025-06-11 00:00,50310.5,23.87,30.27,-97.74
2025-06-11 01:00,49816.0,21.87,30.27,-97.74
2025-06-11 02:00,49368.9,19.73,30.27,-97.74
2025-06-11 03:00,49000.4,17.59,30.27,-97.74
2025-06-11 04:00,48736.3,15.59,30.27,-97.74
2025-06-11 05:00,48595.4,13.86,30.27,-97.74
2025-06-11 06:00,48588.0,12.52,30.27,-97.74
2025-06-11 07:00,48715.3,11.64,30.27,-97.74
2025-06-11 08:00,48969.5,11.3,30.27,-97.74
2025-06-11 09:00,49333.8,11.5,30.27,-97.74
2025-06-11 10:00,49784.1,12.22,30.27,-97.74
2025-06-11 11:00,50290.4,13.42,30.27,-97.74
2025-06-11 12:00,50818.8,15.0,30.27,-97.74
2025-06-11 13:00,51333.9,16.85,30.27,-97.74
2025-06-11 14:00,51801.3,18.85,30.27,-97.74
2025-06-11 15:00,52189.6,20.85,30.27,-97.74
2025-06-11 16:00,52473.0,22.7,30.27,-97.74
2025-06-11 17:00,52680.4,24.29,30.27,-97.74
2025-06-11 18:00,52907.2,25.48,30.27,-97.74
2025-06-11 19:00,52919.2,26.21,30.27,-97.74
2025-06-11 20:00,52715.5,26.41,30.27,-97.74
2025-06-11 21:00,52309.4,26.07,30.27,-97.74
2025-06-11 22:00,51728.1,25.2,30.27,-97.74
2025-06-11 23:00,51034.8,23.86,30.27,-97.74
2025-06-12 00:00,50519.8,22.13,30.27,-97.74
2025-06-12 01:00,50017.0,20.14,30.27,-97.74
2025-06-12 02:00,49561.1,18.0,30.27,-97.74
2025-06-12 03:00,49183.3,15.87,30.27,-97.74
2025-06-12 04:00,48909.3,13.87,30.27,-97.74
2025-06-12 05:00,48758.1,12.16,30.27,-97.74
2025-06-12 06:00,48740.0,10.82,30.27,-97.74
2025-06-12 07:00,48856.2,9.97,30.27,-97.74
2025-06-12 08:00,49098.8,9.64,30.27,-97.74
2025-06-12 09:00,49451.2,9.86,30.27,-97.74
2025-06-12 10:00,49889.3,10.61,30.27,-97.74
2025-06-12 11:00,50383.0,11.83,30.27,-97.74
2025-06-12 12:00,50898.7,13.44,30.27,-97.74
2025-06-12 13:00,51400.9,15.32,30.27,-97.74
2025-06-12 14:00,51855.1,17.35,30.27,-97.74
2025-06-12 15:00,52230.1,19.38,30.27,-97.74
2025-06-12 16:00,52500.0,21.27,30.27,-97.74
2025-06-12 17:00,52646.1,22.89,30.27,-97.74
2025-06-12 18:00,52679.2,24.13,30.27,-97.74
2025-06-12 19:00,52684.7,24.89,30.27,-97.74
2025-06-12 20:00,52474.7,25.14,30.27,-97.74
2025-06-12 21:00,52062.7,24.84,30.27,-97.74
2025-06-12 22:00,51476.0,24.02,30.27,-97.74
2025-06-12 23:00,50967.9,22.73,30.27,-97.74
2025-06-13 00:00,50439.9,21.05,30.27,-97.74
2025-06-13 01:00,49924.4,19.11,30.27,-97.74
2025-06-13 02:00,49455.9,17.02,30.27,-97.74
2025-06-13 03:00,49065.8,14.94,30.27,-97.74
2025-06-13 04:00,48780.0,13.01,30.27,-97.74
2025-06-13 05:00,48617.3,11.34,30.27,-97.74
2025-06-13 06:00,48588.0,10.07,30.27,-97.74
2025-06-13 07:00,48693.4,9.27,30.27,-97.74
2025-06-13 08:00,48925.7,9.01,30.27,-97.74
2025-06-13 09:00,49268.3,9.29,30.27,-97.74
2025-06-13 10:00,49697.1,10.09,30.27,-97.74
2025-06-13 11:00,50182.1,11.38,30.27,-97.74
2025-06-13 12:00,50689.5,13.05,30.27,-97.74
2025-06-13 13:00,51184.0,15.0,30.27,-97.74
2025-06-13 14:00,51631.1,17.09,30.27,-97.74
2025-06-13 15:00,51999.6,19.18,30.27,-97.74
2025-06-13 16:00,52263.7,21.14,30.27,-97.74
2025-06-13 17:00,52404.6,22.82,30.27,-97.74
2025-06-13 18:00,52433.2,24.13,30.27,-97.74
2025-06-13 19:00,52445.8,24.96,30.27,-97.74
2025-06-13 20:00,52243.5,25.27,30.27,-97.74
2025-06-13 21:00,51839.9,25.03,30.27,-97.74
2025-06-13 22:00,51262.2,24.28,30.27,-97.74
2025-06-13 23:00,50709.6,23.05,30.27,-97.74
2025-06-14 00:00,49731.2,21.44,30.27,-97.74
2025-06-14 01:00,49216.1,19.55,30.27,-97.74
2025-06-14 02:00,48748.7,17.53,30.27,-97.74
2025-06-14 03:00,48360.4,15.52,30.27,-97.74
2025-06-14 04:00,48077.0,13.64,30.27,-97.74
2025-06-14 05:00,47917.5,12.04,30.27,-97.74
2025-06-14 06:00,47892.0,10.82,30.27,-97.74
2025-06-14 07:00,48002.0,10.08,30.27,-97.74
2025-06-14 08:00,48239.5,9.87,30.27,-97.74
2025-06-14 09:00,48587.9,10.21,30.27,-97.74
2025-06-14 10:00,49023.1,11.07,30.27,-97.74
2025-06-14 11:00,49515.2,12.41,30.27,-97.74
2025-06-14 12:00,50030.2,14.13,30.27,-97.74
2025-06-14 13:00,50533.0,16.13,30.27,-97.74
2025-06-14 14:00,50988.9,18.27,30.27,-97.74
2025-06-14 15:00,51366.7,20.41,30.27,-97.74
2025-06-14 16:00,51640.7,22.41,30.27,-97.74
2025-06-14 17:00,51815.3,24.14,30.27,-97.74
2025-06-14 18:00,52059.2,25.48,30.27,-97.74
2025-06-14 19:00,52089.5,26.36,30.27,-97.74
2025-06-14 20:00,51905.1,26.7,30.27,-97.74
2025-06-14 21:00,51519.4,26.5,30.27,-97.74
2025-06-14 22:00,50959.6,25.78,30.27,-97.74
2025-06-14 23:00,50264.7,24.58,30.27,-97.74
2025-06-15 00:00,49651.3,23.0,30.27,-97.74
2025-06-15 01:00,49149.1,21.15,30.27,-97.74
2025-06-15 02:00,48694.9,19.15,30.27,-97.74
2025-06-15 03:00,48319.9,17.15,30.27,-97.74
2025-06-15 04:00,48050.0,15.3,30.27,-97.74
2025-06-15 05:00,47903.9,13.71,30.27,-97.74
2025-06-15 06:00,47892.0,12.52,30.27,-97.74
2025-06-15 07:00,48015.5,11.79,30.27,-97.74
2025-06-15 08:00,48266.5,11.59,30.27,-97.74
2025-06-15 09:00,48628.3,11.93,30.27,-97.74
2025-06-15 10:00,49076.9,12.8,30.27,-97.74
2025-06-15 11:00,49582.1,14.14,30.27,-97.74
2025-06-15 12:00,50110.1,15.87,30.27,-97.74
2025-06-15 13:00,50625.6,17.86,30.27,-97.74
2025-06-15 14:00,51094.1,20.0,30.27,-97.74
2025-06-15 15:00,51484.2,22.13,30.27,-97.74
2025-06-15 16:00,51791.3,24.13,30.27,-97.74
2025-06-15 17:00,52242.6,25.84,30.27,-97.74
2025-06-15 18:00,52495.4,27.18,30.27,-97.74
2025-06-15 19:00,52533.9,28.03,30.27,-97.74
2025-06-15 20:00,52356.8,28.36,30.27,-97.74
2025-06-15 21:00,51977.5,28.14,30.27,-97.74
2025-06-15 22:00,51423.2,27.39,30.27,-97.74
2025-06-15 23:00,50733.0,26.17,30.27,-97.74
2025-06-16 00:00,50405.2,24.56,30.27,-97.74
2025-06-16 01:00,49816.0,22.68,30.27,-97.74
2025-06-16 02:00,49368.9,20.65,30.27,-97.74
2025-06-16 03:00,49000.4,18.62,30.27,-97.74
2025-06-16 04:00,48736.3,16.73,30.27,-97.74
2025-06-16 05:00,48595.4,15.11,30.27,-97.74
2025-06-16 06:00,48588.0,13.87,30.27,-97.74
2025-06-16 07:00,48715.3,13.11,30.27,-97.74
2025-06-16 08:00,48969.5,12.86,30.27,-97.74
2025-06-16 09:00,49333.8,13.16,30.27,-97.74
2025-06-16 10:00,49784.1,13.98,30.27,-97.74
2025-06-16 11:00,50290.4,15.27,30.27,-97.74
2025-06-16 12:00,50818.8,16.95,30.27,-97.74
2025-06-16 13:00,51333.9,18.89,30.27,-97.74
2025-06-16 14:00,51801.3,20.98,30.27,-97.74
2025-06-16 15:00,52189.6,23.06,30.27,-97.74
2025-06-16 16:00,52640.0,24.99,30.27,-97.74
2025-06-16 17:00,53078.7,26.66,30.27,-97.74
2025-06-16 18:00,53317.9,27.93,30.27,-97.74
2025-06-16 19:00,53342.0,28.73,30.27,-97.74
2025-06-16 20:00,53149.6,28.99,30.27,-97.74
2025-06-16 21:00,52754.2,28.71,30.27,-97.74
2025-06-16 22:00,52183.1,27.91,30.27,-97.74
2025-06-16 23:00,51475.3,26.62,30.27,-97.74
2025-06-17 00:00,50679.3,24.95,30.27,-97.74
2025-06-17 01:00,50017.0,23.0,30.27,-97.74
2025-06-17 02:00,49561.1,20.91,30.27,-97.74
2025-06-17 03:00,49183.3,18.82,30.27,-97.74
2025-06-17 04:00,48909.3,16.86,30.27,-97.74
2025-06-17 05:00,48758.1,15.18,30.27,-97.74
2025-06-17 06:00,48740.0,13.87,30.27,-97.74
2025-06-17 07:00,48856.2,13.04,30.27,-97.74
2025-06-17 08:00,49098.8,12.73,30.27,-97.74
2025-06-17 09:00,49451.2,12.97,30.27,-97.74
2025-06-17 10:00,49889.3,13.72,30.27,-97.74
2025-06-17 11:00,50383.0,14.95,30.27,-97.74
2025-06-17 12:00,50898.7,16.56,30.27,-97.74
2025-06-17 13:00,51400.9,18.45,30.27,-97.74
2025-06-17 14:00,51855.1,20.47,30.27,-97.74
2025-06-17 15:00,52230.1,22.48,30.27,-97.74
2025-06-17 16:00,52560.5,24.36,30.27,-97.74
2025-06-17 17:00,52975.6,25.96,30.27,-97.74
2025-06-17 18:00,53191.4,27.18,30.27,-97.74
2025-06-17 19:00,53192.2,27.92,30.27,-97.74
2025-06-17 20:00,52976.8,28.13,30.27,-97.74
2025-06-17 21:00,52558.6,27.79,30.27,-97.74
2025-06-17 22:00,51965.1,26.93,30.27,-97.74
2025-06-17 23:00,51235.3,25.59,30.27,-97.74
2025-06-18 00:00,50439.9,23.87,30.27,-97.74
2025-06-18 01:00,49924.4,21.87,30.27,-97.74
2025-06-18 02:00,49455.9,19.73,30.27,-97.74
2025-06-18 03:00,49065.8,17.59,30.27,-97.74
2025-06-18 04:00,48780.0,15.59,30.27,-97.74
2025-06-18 05:00,48617.3,13.86,30.27,-97.74
2025-06-18 06:00,48588.0,12.52,30.27,-97.74
2025-06-18 07:00,48693.4,11.64,30.27,-97.74
2025-06-18 08:00,48925.7,11.3,30.27,-97.74
2025-06-18 09:00,49268.3,11.5,30.27,-97.74
2025-06-18 10:00,49697.1,12.22,30.27,-97.74
2025-06-18 11:00,50182.1,13.42,30.27,-97.74
2025-06-18 12:00,50689.5,15.0,30.27,-97.74
2025-06-18 13:00,51184.0,16.85,30.27,-97.74
2025-06-18 14:00,51631.1,18.85,30.27,-97.74
2025-06-18 15:00,51999.6,20.85,30.27,-97.74
2025-06-18 16:00,52263.7,22.7,30.27,-97.74
2025-06-18 17:00,52452.5,24.29,30.27,-97.74
2025-06-18 18:00,52661.2,25.48,30.27,-97.74
2025-06-18 19:00,52655.9,26.21,30.27,-97.74
2025-06-18 20:00,52435.5,26.41,30.27,-97.74
2025-06-18 21:00,52013.5,26.07,30.27,-97.74
2025-06-18 22:00,51417.1,25.2,30.27,-97.74
2025-06-18 23:00,50709.6,23.86,30.27,-97.74
2025-06-19 00:00,50181.2,22.13,30.27,-97.74
2025-06-19 01:00,49666.1,20.14,30.27,-97.74
2025-06-19 02:00,49198.7,18.0,30.27,-97.74
2025-06-19 03:00,48810.4,15.87,30.27,-97.74
2025-06-19 04:00,48527.0,13.87,30.27,-97.74
2025-06-19 05:00,48367.5,12.16,30.27,-97.74
2025-06-19 06:00,48342.0,10.82,30.27,-97.74
2025-06-19 07:00,48452.0,9.97,30.27,-97.74
2025-06-19 08:00,48689.5,9.64,30.27,-97.74
2025-06-19 09:00,49037.9,9.86,30.27,-97.74
2025-06-19 10:00,49473.1,10.61,30.27,-97.74
2025-06-19 11:00,49965.2,11.83,30.27,-97.74
2025-06-19 12:00,50480.2,13.44,30.27,-97.74
2025-06-19 13:00,50983.0,15.32,30.27,-97.74
2025-06-19 14:00,51438.9,17.35,30.27,-97.74
2025-06-19 15:00,51816.7,19.38,30.27,-97.74
2025-06-19 16:00,52090.7,21.27,30.27,-97.74
2025-06-19 17:00,52241.9,22.89,30.27,-97.74
2025-06-19 18:00,52281.2,24.13,30.27,-97.74
2025-06-19 19:00,52294.0,24.89,30.27,-97.74
2025-06-19 20:00,52092.4,25.14,30.27,-97.74
2025-06-19 21:00,51689.9,24.84,30.27,-97.74
2025-06-19 22:00,51113.6,24.02,30.27,-97.74
2025-06-19 23:00,50617.0,22.73,30.27,-97.74
2025-06-20 00:00,50101.3,21.05,30.27,-97.74
2025-06-20 01:00,49599.1,19.11,30.27,-97.74
2025-06-20 02:00,49144.9,17.02,30.27,-97.74
2025-06-20 03:00,48769.9,14.94,30.27,-97.74
2025-06-20 04:00,48500.0,13.01,30.27,-97.74
2025-06-20 05:00,48353.9,11.34,30.27,-97.74
2025-06-20 06:00,48342.0,10.07,30.27,-97.74
2025-06-20 07:00,48465.5,9.27,30.27,-97.74
2025-06-20 08:00,48716.5,9.01,30.27,-97.74
2025-06-20 09:00,49078.3,9.29,30.27,-97.74
2025-06-20 10:00,49526.9,10.09,30.27,-97.74
2025-06-20 11:00,50032.1,11.38,30.27,-97.74
2025-06-20 12:00,50560.1,13.05,30.27,-97.74
2025-06-20 13:00,51075.6,15.0,30.27,-97.74
2025-06-20 14:00,51544.1,17.09,30.27,-97.74
2025-06-20 15:00,51934.2,19.18,30.27,-97.74
2025-06-20 16:00,52220.0,21.14,30.27,-97.74
2025-06-20 17:00,52382.7,22.82,30.27,-97.74
2025-06-20 18:00,52433.2,24.13,30.27,-97.74
2025-06-20 19:00,52467.7,24.96,30.27,-97.74
2025-06-20 20:00,52287.3,25.27,30.27,-97.74
2025-06-20 21:00,51905.4,25.03,30.27,-97.74
2025-06-20 22:00,51349.2,24.28,30.27,-97.74
2025-06-20 23:00,50817.9,23.05,30.27,-97.74
2025-06-21 00:00,49860.5,21.44,30.27,-97.74
