TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,6,1380,7.806,220,14.66,16.66,0,0,0,0,0,166.52
1,7,0,8.256,220,13.0,15.0,0,0,0,0,0,217.79
1,7,60,8.642,220,11.07,13.07,0,0,0,0,0,269.41
1,7,120,8.939,220,9.0,11.0,0,0,0,0,0,314.25
1,7,180,9.128,220,6.93,8.93,0,0,0,0,0,345.11
1,7,240,9.195,220,5.0,7.0,0,0,0,0,0,356.64
1,7,300,9.137,220,3.34,5.34,0,0,0,0,0,346.78
1,7,360,8.959,220,2.07,4.07,0,0,0,0,0,317.38
1,7,420,8.672,220,1.27,3.27,0,0,0,0,0,273.65
1,7,480,8.295,220,1.0,3.0,0,0,0,0,0,222.69
1,7,540,7.855,220,1.27,3.27,0,0,0,0,0,171.63
1,7,600,7.38,220,2.07,4.07,0,0,0,0,0,126.07
1,7,660,6.903,220,3.34,5.34,0,0,0,0,0,89.22
1,7,720,6.456,220,5.0,7.0,0,0,0,0,0,61.91
1,7,780,6.067,220,6.93,8.93,0,0,0,0,0,43.29
1,7,840,5.763,220,9.0,11.0,0,0,0,0,0,31.65
1,7,900,5.563,220,11.07,13.07,0,0,0,0,0,25.26
1,7,960,5.479,220,13.0,15.0,0,0,0,0,0,22.86
1,7,1020,5.516,220,14.66,16.66,0,0,0,0,0,23.89
1,7,1080,5.669,220,15.93,17.93,0,0,0,0,0,28.53
1,7,1140,5.927,220,16.73,18.73,0,0,0,0,0,37.6
1,7,1200,6.269,220,17.0,19.0,0,0,0,0,0,52.39
1,7,1260,6.671,220,16.73,18.73,0,0,0,0,0,74.18
1,7,1320,7.102,220,15.93,17.93,0,0,0,0,0,103.55
1,7,1380,7.532,220,14.66,16.66,0,0,0,0,0,139.65
1,8,0,7.929,220,13.0,15.0,0,0,0,0,0,179.63
1,8,60,8.263,220,11.07,13.07,0,0,0,0,0,218.67
1,8,120,8.509,220,9.0,11.0,0,0,0,0,0,250.77
1,8,180,8.647,220,6.93,8.93,0,0,0,0,0,270.15
1,8,240,8.666,220,5.0,7.0,0,0,0,0,0,272.86
1,8,300,8.561,220,3.34,5.34,0,0,0,0,0,257.99
1,8,360,8.337,220,2.07,4.07,0,0,0,0,0,228.02
1,8,420,8.006,220,1.27,3.27,0,0,0,0,0,188.15
1,8,480,7.587,220,1.0,3.0,0,0,0,0,0,144.78
1,8,540,7.107,220,1.27,3.27,0,0,0,0,0,103.89
1,8,600,6.594,220,2.07,4.07,0,0,0,0,0,69.64
1,8,660,6.081,220,3.34,5.34,0,0,0,0,0,43.88
1,8,720,5.6,220,5.0,7.0,0,0,0,0,0,26.36
1,8,780,5.18,220,6.93,8.93,0,0,0,0,0,15.54
1,8,840,4.847,220,9.0,11.0,0,0,0,0,0,9.45
1,8,900,4.621,220,11.07,13.07,0,0,0,0,0,6.38
1,8,960,4.513,220,13.0,15.0,0,0,0,0,0,5.19
1,8,1020,4.528,220,14.66,16.66,0,0,0,0,0,5.36
1,8,1080,4.663,220,15.93,17.93,0,0,0,0,0,6.9
1,8,1140,4.905,220,16.73,18.73,0,0,0,0,0,10.36
1,8,1200,5.234,220,17.0,19.0,0,0,0,0,0,16.72
1,8,1260,5.626,220,16.73,18.73,0,0,0,0,0,27.15
1,8,1320,6.05,220,15.93,17.93,0,0,0,0,0,42.56
1,8,1380,6.476,220,14.66,16.66,0,0,0,0,0,62.98
1,9,0,6.871,220,13.0,15.0,0,0,0,0,0,87.01
1,9,60,7.206,220,11.07,13.07,0,0,0,0,0,111.64
1,9,120,7.457,220,9.0,11.0,0,0,0,0,0,132.77
1,9,180,7.602,220,6.93,8.93,0,0,0,0,0,146.22
1,9,240,7.631,220,5.0,7.0,0,0,0,0,0,148.99
1,9,300,7.539,220,3.34,5.34,0,0,0,0,0,140.29
1,9,360,7.331,220,2.07,4.07,0,0,0,0,0,121.84
1,9,420,7.018,220,1.27,3.27,0,0,0,0,0,97.3
1,9,480,6.621,220,1.0,3.0,0,0,0,0,0,71.19
1,9,540,6.164,220,1.27,3.27,0,0,0,0,0,47.51
1,9,600,5.678,220,2.07,4.07,0,0,0,0,0,28.8
1,9,660,5.194,220,3.34,5.34,0,0,0,0,0,15.84
1,9,720,4.744,220,5.0,7.0,0,0,0,0,0,7.96
1,9,780,4.358,220,6.93,8.93,0,0,0,0,0,3.76
1,9,840,4.061,220,9.0,11.0,0,0,0,0,0,1.79
1,9,900,3.872,220,11.07,13.07,0,0,0,0,0,1.0
1,9,960,3.805,220,13.0,15.0,0,0,0,0,0,0.78
1,9,1020,3.863,220,14.66,16.66,0,0,0,0,0,0.96
1,9,1080,4.041,220,15.93,17.93,0,0,0,0,0,1.69
1,9,1140,4.328,220,16.73,18.73,0,0,0,0,0,3.52
1,9,1200,4.705,220,17.0,19.0,0,0,0,0,0,7.43
1,9,1260,5.145,220,16.73,18.73,0,0,0,0,0,14.81
1,9,1320,5.62,220,15.93,17.93,0,0,0,0,0,26.97
1,9,1380,6.097,220,14.66,16.66,0,0,0,0,0,44.54
1,10,0,6.544,220,13.0,15.0,0,0,0,0,0,66.77
1,10,60,6.933,220,11.07,13.07,0,0,0,0,0,91.23
1,10,120,7.237,220,9.0,11.0,0,0,0,0,0,114.07
1,10,180,7.437,220,6.93,8.93,0,0,0,0,0,131.01
1,10,240,7.521,220,5.0,7.0,0,0,0,0,0,138.57
1,10,300,7.484,220,3.34,5.34,0,0,0,0,0,135.22
1,10,360,7.331,220,2.07,4.07,0,0,0,0,0,121.84
1,10,420,7.073,220,1.27,3.27,0,0,0,0,0,101.38
1,10,480,6.731,220,1.0,3.0,0,0,0,0,0,77.92
1,10,540,6.329,220,1.27,3.27,0,0,0,0,0,55.36
1,10,600,5.898,220,2.07,4.07,0,0,0,0,0,36.5
1,10,660,5.468,220,3.34,5.34,0,0,0,0,0,22.54
1,10,720,5.071,220,5.0,7.0,0,0,0,0,0,13.32
1,10,780,4.737,220,6.93,8.93,0,0,0,0,0,7.86
1,10,840,4.491,220,9.0,11.0,0,0,0,0,0,4.97
1,10,900,4.353,220,11.07,13.07,0,0,0,0,0,3.71
1,10,960,4.334,220,13.0,15.0,0,0,0,0,0,3.56
1,10,1020,4.439,220,14.66,16.66,0,0,0,0,0,4.47
1,10,1080,4.663,220,15.93,17.93,0,0,0,0,0,6.9
1,10,1140,4.994,220,16.73,18.73,0,0,0,0,0,11.9
1,10,1200,5.413,220,17.0,19.0,0,0,0,0,0,21.07
1,10,1260,5.893,220,16.73,18.73,0,0,0,0,0,36.33
1,10,1320,6.406,220,15.93,17.93,0,0,0,0,0,59.26
1,10,1380,6.919,220,14.66,16.66,0,0,0,0,0,90.27
1,11,0,7.4,220,13.0,15.0,0,0,0,0,0,127.78
1,11,60,7.82,220,11.07,13.07,0,0,0,0,0,167.96
1,11,120,8.153,220,9.0,11.0,0,0,0,0,0,205.24
1,11,180,8.379,220,6.93,8.93,0,0,0,0,0,233.51
1,11,240,8.487,220,5.0,7.0,0,0,0,0,0,247.81
1,11,300,8.472,220,3.34,5.34,0,0,0,0,0,245.72
1,11,360,8.337,220,2.07,4.07,0,0,0,0,0,228.02
1,11,420,8.095,220,1.27,3.27,0,0,0,0,0,198.43
1,11,480,7.766,220,1.0,3.0,0,0,0,0,0,162.39
1,11,540,7.374,220,1.27,3.27,0,0,0,0,0,125.56
1,11,600,6.95,220,2.07,4.07,0,0,0,0,0,92.44
1,11,660,6.524,220,3.34,5.34,0,0,0,0,0,65.66
1,11,720,6.129,220,5.0,7.0,0,0,0,0,0,45.95
1,11,780,5.794,220,6.93,8.93,0,0,0,0,0,32.7
1,11,840,5.543,220,9.0,11.0,0,0,0,0,0,24.68
1,11,900,5.398,220,11.07,13.07,0,0,0,0,0,20.68
1,11,960,5.369,220,13.0,15.0,0,0,0,0,0,19.94
1,11,1020,5.461,220,14.66,16.66,0,0,0,0,0,22.35
1,11,1080,5.669,220,15.93,17.93,0,0,0,0,0,28.53
1,11,1140,5.982,220,16.73,18.73,0,0,0,0,0,39.78
1,11,1200,6.379,220,17.0,19.0,0,0,0,0,0,57.89
1,11,1260,6.836,220,16.73,18.73,0,0,0,0,0,84.67
1,11,1320,7.322,220,15.93,17.93,0,0,0,0,0,121.12
1,11,1380,7.806,220,14.66,16.66,0,0,0,0,0,166.52
1,12,0,8.256,220,13.0,15.0,0,0,0,0,0,217.79
1,12,60,8.642,220,11.07,13.07,0,0,0,0,0,269.41
1,12,120,8.939,220,9.0,11.0,0,0,0,0,0,314.25
1,12,180,9.128,220,6.93,8.93,0,0,0,0,0,345.11
1,12,240,9.195,220,5.0,7.0,0,0,0,0,0,356.64
1,12,300,9.137,220,3.34,5.34,0,0,0,0,0,346.78
1,12,360,8.959,220,2.07,4.07,0,0,0,0,0,317.38
1,12,420,8.672,220,1.27,3.27,0,0,0,0,0,273.65
1,12,480,8.295,220,1.0,3.0,0,0,0,0,0,222.69
1,12,540,7.855,220,1.27,3.27,0,0,0,0,0,171.63
1,12,600,7.38,220,2.07,4.07,0,0,0,0,0,126.07
1,12,660,6.903,220,3.34,5.34,0,0,0,0,0,89.22
1,12,720,6.456,220,5.0,7.0,0,0,0,0,0,61.91
1,12,780,6.067,220,6.93,8.93,0,0,0,0,0,43.29
1,12,840,5.763,220,9.0,11.0,0,0,0,0,0,31.65
1,12,900,5.563,220,11.07,13.07,0,0,0,0,0,25.26
1,12,960,5.479,220,13.0,15.0,0,0,0,0,0,22.86
1,12,1020,5.516,220,14.66,16.66,0,0,0,0,0,23.89
1,12,1080,5.669,220,15.93,17.93,0,0,0,0,0,28.53
1,12,1140,5.927,220,16.73,18.73,0,0,0,0,0,37.6
1,12,1200,6.269,220,17.0,19.0,0,0,0,0,0,52.39
1,12,1260,6.671,220,16.73,18.73,0,0,0,0,0,74.18
1,12,1320,7.102,220,15.93,17.93,0,0,0,0,0,103.55
1,12,1380,7.532,220,14.66,16.66,0,0,0,0,0,139.65
1,13,0,7.929,220,13.0,15.0,0,0,0,0,0,179.63
1,13,60,8.263,220,11.07,13.07,0,0,0,0,0,218.67
1,13,120,8.509,220,9.0,11.0,0,0,0,0,0,250.77
1,13,180,8.647,220,6.93,8.93,0,0,0,0,0,270.15
1,13,240,8.666,220,5.0,7.0,0,0,0,0,0,272.86
1,13,300,8.561,220,3.34,5.34,0,0,0,0,0,257.99
1,13,360,8.337,220,2.07,4.07,0,0,0,0,0,228.02
1,13,420,8.006,220,1.27,3.27,0,0,0,0,0,188.15
1,13,480,7.587,220,1.0,3.0,0,0,0,0,0,144.78
1,13,540,7.107,220,1.27,3.27,0,0,0,0,0,103.89
1,13,600,6.594,220,2.07,4.07,0,0,0,0,0,69.64
1,13,660,6.081,220,3.34,5.34,0,0,0,0,0,43.88
1,13,720,5.6,220,5.0,7.0,0,0,0,0,0,26.36
1,13,780,5.18,220,6.93,8.93,0,0,0,0,0,15.54
1,13,840,4.847,220,9.0,11.0,0,0,0,0,0,9.45
1,13,900,4.621,220,11.07,13.07,0,0,0,0,0,6.38
1,13,960,4.513,220,13.0,15.0,0,0,0,0,0,5.19
1,13,1020,4.528,220,14.66,16.66,0,0,0,0,0,5.36
1,13,1080,4.663,220,15.93,17.93,0,0,0,0,0,6.9
1,13,1140,4.905,220,16.73,18.73,0,0,0,0,0,10.36
1,13,1200,5.234,220,17.0,19.0,0,0,0,0,0,16.72
1,13,1260,5.626,220,16.73,18.73,0,0,0,0,0,27.15
1,13,1320,6.05,220,15.93,17.93,0,0,0,0,0,42.56
1,13,1380,6.476,220,14.66,16.66,0,0,0,0,0,62.98
1,14,0,6.871,220,13.0,15.0,0,0,0,0,0,87.01
1,14,60,7.206,220,11.07,13.07,0,0,0,0,0,111.64
1,14,120,7.457,220,9.0,11.0,0,0,0,0,0,132.77
1,14,180,7.602,220,6.93,8.93,0,0,0,0,0,146.22
1,14,240,7.631,220,5.0,7.0,0,0,0,0,0,148.99
1,14,300,7.539,220,3.34,5.34,0,0,0,0,0,140.29
1,14,360,7.331,220,2.07,4.07,0,0,0,0,0,121.84
1,14,420,7.018,220,1.27,3.27,0,0,0,0,0,97.3
1,14,480,6.621,220,1.0,3.0,0,0,0,0,0,71.19
1,14,540,6.164,220,1.27,3.27,0,0,0,0,0,47.51
1,14,600,5.678,220,2.07,4.07,0,0,0,0,0,28.8
1,14,660,5.194,220,3.34,5.34,0,0,0,0,0,15.84
1,14,720,4.744,220,5.0,7.0,0,0,0,0,0,7.96
1,14,780,4.358,220,6.93,8.93,0,0,0,0,0,3.76
1,14,840,4.061,220,9.0,11.0,0,0,0,0,0,1.79
1,14,900,3.872,220,11.07,13.07,0,0,0,0,0,1.0
1,14,960,3.805,220,13.0,15.0,0,0,0,0,0,0.78
1,14,1020,3.863,220,14.66,16.66,0,0,0,0,0,0.96
1,14,1080,4.041,220,15.93,17.93,0,0,0,0,0,1.69
1,14,1140,4.328,220,16.73,18.73,0,0,0,0,0,3.52
1,14,1200,4.705,220,17.0,19.0,0,0,0,0,0,7.43
1,14,1260,5.145,220,16.73,18.73,0,0,0,0,0,14.81
1,14,1320,5.62,220,15.93,17.93,0,0,0,0,0,26.97
1,14,1380,6.097,220,14.66,16.66,0,0,0,0,0,44.54
1,15,0,6.544,220,13.0,15.0,0,0,0,0,0,66.77
1,15,60,6.933,220,11.07,13.07,0,0,0,0,0,91.23
1,15,120,7.237,220,9.0,11.0,0,0,0,0,0,114.07
1,15,180,7.437,220,6.93,8.93,0,0,0,0,0,131.01
1,15,240,7.521,220,5.0,7.0,0,0,0,0,0,138.57
1,15,300,7.484,220,3.34,5.34,0,0,0,0,0,135.22
1,15,360,7.331,220,2.07,4.07,0,0,0,0,0,121.84
1,15,420,7.073,220,1.27,3.27,0,0,0,0,0,101.38
1,15,480,6.731,220,1.0,3.0,0,0,0,0,0,77.92
1,15,540,6.329,220,1.27,3.27,0,0,0,0,0,55.36
1,15,600,5.898,220,2.07,4.07,0,0,0,0,0,36.5
1,15,660,5.468,220,3.34,5.34,0,0,0,0,0,22.54
1,15,720,5.071,220,5.0,7.0,0,0,0,0,0,13.32
1,15,780,4.737,220,6.93,8.93,0,0,0,0,0,7.86
1,15,840,4.491,220,9.0,11.0,0,0,0,0,0,4.97
1,15,900,4.353,220,11.07,13.07,0,0,0,0,0,3.71
1,15,960,4.334,220,13.0,15.0,0,0,0,0,0,3.56
1,15,1020,4.439,220,14.66,16.66,0,0,0,0,0,4.47
1,15,1080,4.663,220,15.93,17.93,0,0,0,0,0,6.9
1,15,1140,4.994,220,16.73,18.73,0,0,0,0,0,11.9
1,15,1200,5.413,220,17.0,19.0,0,0,0,0,0,21.07
1,15,1260,5.893,220,16.73,18.73,0,0,0,0,0,36.33
1,15,1320,6.406,220,15.93,17.93,0,0,0,0,0,59.26
1,15,1380,6.919,220,14.66,16.66,0,0,0,0,0,90.27
1,16,0,7.4,220,13.0,15.0,0,0,0,0,0,127.78
1,16,60,7.82,220,11.07,13.07,0,0,0,0,0,167.96
1,16,120,8.153,220,9.0,11.0,0,0,0,0,0,205.24
1,16,180,8.379,220,6.93,8.93,0,0,0,0,0,233.51
1,16,240,8.487,220,5.0,7.0,0,0,0,0,0,247.81
1,16,300,8.472,220,3.34,5.34,0,0,0,0,0,245.72
1,16,360,8.337,220,2.07,4.07,0,0,0,0,0,228.02
1,16,420,8.095,220,1.27,3.27,0,0,0,0,0,198.43
1,16,480,7.766,220,1.0,3.0,0,0,0,0,0,162.39
1,16,540,7.374,220,1.27,3.27,0,0,0,0,0,125.56
1,16,600,6.95,220,2.07,4.07,0,0,0,0,0,92.44
1,16,660,6.524,220,3.34,5.34,0,0,0,0,0,65.66
1,16,720,6.129,220,5.0,7.0,0,0,0,0,0,45.95
1,16,780,5.794,220,6.93,8.93,0,0,0,0,0,32.7
1,16,840,5.543,220,9.0,11.0,0,0,0,0,0,24.68
1,16,900,5.398,220,11.07,13.07,0,0,0,0,0,20.68
1,16,960,5.369,220,13.0,15.0,0,0,0,0,0,19.94
1,16,1020,5.461,220,14.66,16.66,0,0,0,0,0,22.35
1,16,1080,5.669,220,15.93,17.93,0,0,0,0,0,28.53
1,16,1140,5.982,220,16.73,18.73,0,0,0,0,0,39.78
1,16,1200,6.379,220,17.0,19.0,0,0,0,0,0,57.89
1,16,1260,6.836,220,16.73,18.73,0,0,0,0,0,84.67
1,16,1320,7.322,220,15.93,17.93,0,0,0,0,0,121.12
1,16,1380,7.806,220,14.66,16.66,0,0,0,0,0,166.52
1,17,0,8.256,220,13.0,15.0,0,0,0,0,0,217.79
1,17,60,8.642,220,11.07,13.07,0,0,0,0,0,269.41
1,17,120,8.939,220,9.0,11.0,0,0,0,0,0,314.25
1,17,180,9.128,220,6.93,8.93,0,0,0,0,0,345.11
1,17,240,9.195,220,5.0,7.0,0,0,0,0,0,356.64
1,17,300,9.137,220,3.34,5.34,0,0,0,0,0,346.78
1,17,360,8.959,220,2.07,4.07,0,0,0,0,0,317.38
1,17,420,8.672,220,1.27,3.27,0,0,0,0,0,273.65
1,17,480,8.295,220,1.0,3.0,0,0,0,0,0,222.69
1,17,540,7.855,220,1.27,3.27,0,0,0,0,0,171.63
1,17,600,7.38,220,2.07,4.07,0,0,0,0,0,126.07
1,17,660,6.903,220,3.34,5.34,0,0,0,0,0,89.22
1,17,720,6.456,220,5.0,7.0,0,0,0,0,0,61.91
1,17,780,6.067,220,6.93,8.93,0,0,0,0,0,43.29
1,17,840,5.763,220,9.0,11.0,0,0,0,0,0,31.65
1,17,900,5.563,220,11.07,13.07,0,0,0,0,0,25.26
1,17,960,5.479,220,13.0,15.0,0,0,0,0,0,22.86
1,17,1020,5.516,220,14.66,16.66,0,0,0,0,0,23.89
1,17,1080,5.669,220,15.93,17.93,0,0,0,0,0,28.53
1,17,1140,5.927,220,16.73,18.73,0,0,0,0,0,37.6
